5,名古屋鉄道,広見線,可児川
5,JR東海,高山線,中川辺
1,JR北海道,室蘭線,大岸
5,近畿日本鉄道,鳥羽線,池の浦
5,大井川鐵道,大井川本線,下泉
8,JR四国,予讃線,香西
5,JR東海,飯田線,三河川合
2,JR東日本,仙石線,西塩釜
1,札幌市営地下鉄,1条線,西15丁目
1,JR北海道,根室線,姉別
2,山形鉄道,フラワー長井線,四季の郷
9,肥薩おれんじ鉄道,肥薩おれんじ鉄道,肥後二見
8,高松琴平電気鉄道,琴平線,羽床
3,都営地下鉄,荒川線,王子駅前
6,大阪市営地下鉄,7号線(長堀鶴見緑地線),門真南
3,JR東日本,日光線,今市
6,JR西日本,山陽新幹線,姫路
1,札幌市営地下鉄,南北線,大通
2,JR東日本,奥羽線,長峰
5,名古屋市営地下鉄,2号線名城線,上前津
7,JR西日本,境線,大篠津町
3,上毛電気鉄道,上毛線,赤坂
5,JR東海,紀勢線,阿漕
2,JR東日本,東北線,花泉
1,JR北海道,函館線,蕨岱
5,JR東海,参宮線,五十鈴ヶ丘
9,JR九州,日豊線,山之口
2,福島交通,飯坂線,平野
6,近畿日本鉄道,けいはんな線,学研北生駒
8,JR四国,高徳線,徳島
3,東武鉄道,野田線,高柳
6,京阪電気鉄道,京津線,四宮
8,JR四国,予讃線,比地大
5,JR東海,東海道線,高塚
3,JR東日本,外房線,御宿
4,長野電鉄,長野線,延徳
3,新京成電鉄,新京成線,新鎌ヶ谷
2,JR東日本,五能線,板柳
1,JR北海道,根室線,滝川
3,西武鉄道,池袋線,保谷
3,都営地下鉄,新宿線,馬喰横山
5,福井鉄道,福武線,泰澄の里
2,JR東日本,仙石線,小鶴新田
3,横浜市営地下鉄,グリーンライン,中山
7,JR西日本,三江線,因原
6,近畿日本鉄道,京都線,桃山御陵前
5,名古屋鉄道,名古屋本線,一ツ木
3,東京メトロ,丸ノ内線,大手町
6,JR西日本,和歌山線,JR五位堂
5,JR東海,東海道新幹線,熱海
7,一畑電車,北松江線,朝日ヶ丘
5,近畿日本鉄道,志摩線,鵜方
6,京都丹後鉄道,宮福線,大江山口内宮
2,JR東日本,石巻線,渡波
7,JR西日本,山陰線,揖屋
3,JR東日本,東北線,小金井
9,筑豊電気鉄道,筑豊電気鉄道,遠賀野
3,京成電鉄,本線,京成津田沼
3,東急電鉄,目黒線,西小山
2,仙台市地下鉄,南北線,黒松
9,松浦鉄道,西九州線,夫婦石
4,JR東日本,中央線,長坂
2,JR東日本,気仙沼線,松岩
4,JR東日本,信越線,田上
5,名古屋鉄道,常滑線,多屋
5,天竜浜名湖鉄道,天竜浜名湖線,遠江一宮
6,JR西日本,山陰線,嵯峨嵐山
3,横浜市営地下鉄,ブルーライン（湘南台〜関内）,上大岡
3,JR東日本,成田線,水郷
9,熊本市電,健軍線,健軍町
9,JR九州,久大線,湯平
3,東京メトロ,千代田線,代々木上原
6,阪神電気鉄道,本線,御影
5,JR東海,飯田線,鳥居
6,近畿日本鉄道,京都線,富野荘
7,岡山電気軌道,東山本線,柳川
6,JR西日本,山陽線,須磨
6,近江鉄道,本線,八日市
3,東武鉄道,小泉線,西小泉
6,JR西日本,山陰線,豊岡
3,東京メトロ,半蔵門線,錦糸町
6,大阪市営地下鉄,6号線(堺筋線),扇町
8,JR四国,高徳線,八栗口
3,JR東日本,東北線,宇都宮
3,JR東日本,外房線,長者町
2,福島交通,飯坂線,飯坂温泉
6,JR西日本,山陰線,養父
9,甘木鉄道,甘木線,基山
3,京王電鉄,高尾線,北野
3,小湊鐵道,小湊鐵道線,月崎
5,近畿日本鉄道,名古屋線,近鉄長島
7,井原鉄道,井原線,子守唄の里高屋
2,青い森鉄道,青い森鉄道線,千曳
2,JR東日本,東北線,白石
5,伊豆急行,伊豆急行線,伊豆大川
3,京成電鉄,押上線,八広
2,JR東日本,奥羽線,東根
4,JR東日本,越後線,西中通
2,JR東日本,水郡線,磐城石井
6,JR西日本,関西線,王寺
3,JR東日本,京葉線,新習志野
9,鹿児島市電,唐湊線,工学部前
6,近畿日本鉄道,吉野線,六田
9,松浦鉄道,西九州線,東山代
9,肥薩おれんじ鉄道,肥薩おれんじ鉄道,薩摩大川
6,阪堺電気軌道,上町線,帝塚山四丁目
4,JR東日本,中央線,勝沼ぶどう郷
6,JR西日本,片町線,放出
3,東京メトロ,銀座線,浅草
2,JR東日本,奥羽線,秋田
9,平成筑豊鉄道,門司港レトロ観光線,ノーフォーク広場
9,JR九州,久大線,筑後大石
1,JR北海道,室蘭線,幌別
8,とさでん交通,伊野線,堀詰
6,近畿日本鉄道,田原本線,新王寺
4,JR東日本,越後線,西山
3,東京メトロ,東西線,門前仲町
1,JR北海道,釧網線,五十石
3,小田急電鉄,小田原線,代々木上原
9,長崎電気軌道,大浦支線,大浦天主堂下
6,JR西日本,紀勢線,宮前
6,JR西日本,福知山線,川西池田
8,とさでん交通,伊野線,中山
1,JR北海道,室蘭線,鷲別
7,スカイレールサービス,広島短距離交通瀬野線,みどり中央
6,京阪電気鉄道,石山坂本線,粟津
6,大阪市営地下鉄,4号線(中央線),朝潮橋
2,JR東日本,八戸線,角の浜
5,明知鉄道,明知線,明智
3,JR東日本,青梅線,昭島
3,東急電鉄,田園都市線,市が尾
9,熊本電気鉄道,菊池線,熊本高専前
3,JR東日本,常磐線,南柏
8,JR四国,土讃線,多度津
7,一畑電車,北松江線,大寺
6,JR西日本,奈良線,東福寺
9,鹿児島市電,第一期線,朝日通
7,一畑電車,北松江線,大津町
9,肥薩おれんじ鉄道,肥薩おれんじ鉄道,野田郷
3,JR東日本,東北線,岡本
1,函館市電,宝来・谷地頭線,青柳町
3,JR東日本,水戸線,稲田
3,横浜高速鉄道,みなとみらい21線,新高島
6,JR西日本,山陰線,下山
4,しなの鉄道,しなの鉄道線,小諸
5,JR西日本,越美北線,越前大野
7,JR西日本,赤穂線,大多羅
1,JR北海道,宗谷線,蘭留
3,JR東日本,総武線,物井
3,JR東日本,両毛線,岩宿
7,JR西日本,山陰線,長門二見
3,JR東日本,内房線,浜野
1,札幌市営地下鉄,山鼻線,中島公園通
6,近畿日本鉄道,橿原線,新ノ口
3,東武鉄道,鬼怒川線,新高徳
9,JR九州,久大線,南由布
3,湘南モノレール,江の島線,湘南町屋
2,JR東日本,東北新幹線,八戸
3,JR東日本,上越線,井野
3,JR東日本,総武線,榎戸
3,JR東日本,総武線,飯倉
6,阪堺電気軌道,阪堺線,大小路
1,札幌市営地下鉄,都心線,狸小路
4,JR東日本,中央線,大月
9,熊本電気鉄道,菊池線,堀川
6,JR西日本,大阪環状線,京橋
6,京阪電気鉄道,京津線,追分
2,JR東日本,奥羽線,川部
2,JR東日本,男鹿線,船越
5,JR西日本,北陸線,明峰
9,島原鉄道,島原鉄道線,島原外港
2,JR東日本,奥羽線,森岳
3,京浜急行電鉄,本線,平和島
6,阪神電気鉄道,本線,新在家
2,JR東日本,奥羽線,二ツ井
3,東武鉄道,宇都宮線,壬生
7,智頭急行,智頭線,あわくら温泉
4,アルピコ交通,上高地線,渕東
4,JR東日本,越後線,白山
7,岡山電気軌道,清輝橋線,東中央町
9,肥薩おれんじ鉄道,肥薩おれんじ鉄道,津奈木
2,JR東日本,羽越線,西目
3,東武鉄道,野田線,馬込沢
1,JR北海道,千歳線,上野幌
7,JR西日本,宇部線,琴芝
3,関東鉄道,竜ヶ崎線,竜ヶ崎
2,JR東日本,羽越線,坂町
6,JR西日本,紀勢線,湯浅
7,JR西日本,木次線,亀嵩
6,京都市営地下鉄,東西線,六地蔵
5,伊豆急行,伊豆急行線,稲梓
3,東京メトロ,東西線,原木中山
1,JR北海道,石勝線,夕張
3,新京成電鉄,新京成線,高根公団
6,南海電気鉄道,南海本線,羽衣
6,近畿日本鉄道,吉野線,橿原神宮前
5,北陸鉄道,石川線,日御子
5,万葉線,高岡軌道線,中伏木
3,京王電鉄,相模原線,橋本
7,JR西日本,芸備線,下和知
6,JR西日本,山陽線,有年
6,近畿日本鉄道,奈良線,東花園
3,JR東日本,高崎線,深谷
7,JR四国,本四備讃線,児島
5,名古屋鉄道,豊田線,上豊田
7,広島電鉄,宇品線,宇品三丁目
3,新京成電鉄,新京成線,初富
5,愛知環状鉄道,愛知環状鉄道線,新上挙母
6,JR西日本,紀勢線,御坊
3,西武鉄道,拝島線,玉川上水
3,都営地下鉄,新宿線,岩本町
5,福井鉄道,福武線,三十八社
7,JR西日本,呉線,安登
5,名古屋鉄道,西尾線,福地
2,JR東日本,磐越西線,郡山
2,JR東日本,山田線,大志田
5,JR西日本,氷見線,伏木
1,JR北海道,函館線,星置
7,一畑電車,北松江線,伊野灘
4,JR東日本,信越線,土底浜
8,土佐くろしお鉄道,阿佐線,夜須
9,JR西日本,博多南線,博多
1,JR北海道,千歳線,白石
4,JR東日本,大糸線,海ノ口
7,JR西日本,岩徳線,岩国
4,JR東日本,上越線,小千谷
5,あいの風とやま鉄道,あいの風とやま鉄道線,石動
5,名古屋鉄道,豊川線,豊川稲荷
7,JR西日本,三江線,石見簗瀬
4,JR東日本,中央線,四方津
3,JR東日本,横浜線,大口
2,JR東日本,気仙沼線,陸前小泉
7,JR西日本,岩徳線,櫛ヶ浜
7,広島電鉄,皆実線,比治山下
6,水間鉄道,水間線,清児
3,JR東日本,久留里線,木更津
5,三岐鉄道,近鉄連絡線,近鉄富田
9,JR九州,篠栗線,吉塚
1,JR北海道,宗谷線,新旭川
8,JR四国,予讃線,讃岐塩屋
6,阪急電鉄,神戸高速線,新開地
3,小田急電鉄,小田原線,鶴川
5,JR東海,東海道線,荒尾
9,JR九州,鹿児島線,笹原
6,JR西日本,赤穂線,播州赤穂
5,近畿日本鉄道,志摩線,志摩神明
9,JR九州,日豊線,鶴崎
3,JR東日本,中央線,水道橋
3,東武鉄道,宇都宮線,おもちゃのまち
5,名古屋鉄道,知多新線,美浜緑苑
2,JR東日本,八戸線,小中野
3,東京モノレール,東京モノレール羽田線,羽田空港第2ビル
5,遠州鉄道,鉄道線,第一通り
3,東急電鉄,東横線,学芸大学
9,JR九州,豊肥線,南熊本
6,神戸電鉄,粟生線,葉多
5,名古屋市営地下鉄,3号線鶴舞線,浄心
6,近江鉄道,本線,京セラ前
5,伊勢鉄道,伊勢線,伊勢上野
1,JR北海道,函館線,五稜郭
8,土佐くろしお鉄道,阿佐線,のいち
3,JR東日本,久留里線,小櫃
3,江ノ島電鉄,江ノ島電鉄線,長谷
3,東急電鉄,大井町線,二子玉川
3,JR東日本,武蔵野線,東川口
5,えちぜん鉄道,勝山永平寺線,追分口
2,JR東日本,羽越線,小砂川
6,JR西日本,阪和線,鳳
6,大阪市営地下鉄,2号線(谷町線),谷町六丁目
6,南海電気鉄道,南海本線,和歌山市
3,東武鉄道,鬼怒川線,鬼怒川温泉
6,京阪電気鉄道,京阪本線,三条
3,京浜急行電鉄,本線,六郷土手
7,若桜鉄道,若桜線,安部
9,西日本鉄道,天神大牟田線,春日原
4,JR東日本,越後線,内野
3,都営地下鉄,三田線,板橋区役所前
6,JR西日本,播但線,長谷
1,JR北海道,函館線,塩谷
3,京成電鉄,本線,京成佐倉
7,広島電鉄,宇品線,広大附属学校前
5,長良川鉄道,越美南線,郡上八幡
7,JR西日本,山陽線,光
7,JR西日本,境線,後藤
8,とさでん交通,桟橋線,高知橋
3,ゆりかもめ,東京臨海新交通臨海線,新豊洲
2,JR東日本,山田線,陸中川井
3,京王電鉄,京王線,幡ヶ谷
7,JR西日本,因美線,美作加茂
9,JR九州,日豊線,大神
6,山陽電気鉄道,本線,月見山
9,JR九州,日豊線,川南
7,JR西日本,山陽線,小月
5,JR東海,名松線,伊勢八太
6,京都丹後鉄道,宮福線,大江高校前
6,JR西日本,紀勢線,紀伊姫
5,名古屋鉄道,犬山線,柏森
9,西日本鉄道,天神大牟田線,三国が丘
1,函館市電,大森線,函館駅前
3,東京メトロ,千代田線,二重橋前
3,新京成電鉄,新京成線,五香
5,名古屋鉄道,常滑線,日長
1,JR北海道,函館線,南小樽
6,京都市営地下鉄,烏丸線,京都
9,JR九州,鹿児島線,枝光
8,阿佐海岸鉄道,阿佐東線,甲浦
3,横浜市営地下鉄,ブルーライン（関内〜あざみ野）,センター北
9,松浦鉄道,西九州線,棚方
6,神戸市営地下鉄,西神線,妙法寺
5,三岐鉄道,三岐線,保々
3,JR東日本,総武線,四街道
5,天竜浜名湖鉄道,天竜浜名湖線,尾奈
8,伊予鉄道,横河原線,田窪
3,JR東日本,外房線,土気
5,JR西日本,関西線,新堂
6,JR西日本,山陽線,相生
7,JR西日本,山陰線,下北条
1,JR北海道,函館線,目名
7,JR西日本,山陽線,岩田
6,阪堺電気軌道,上町線,北畠
5,大井川鐵道,大井川本線,崎平
9,肥薩おれんじ鉄道,肥薩おれんじ鉄道,薩摩高城
8,JR四国,予讃線,伊予三島
3,JR東日本,日光線,宇都宮
5,名古屋鉄道,西尾線,南安城
9,松浦鉄道,西九州線,泉福寺
3,都営地下鉄,三田線,板橋本町
6,JR西日本,山陰線,八木
5,名古屋鉄道,西尾線,桜井
9,JR九州,鹿児島線,西里
5,四日市あすなろう鉄道,八王子線,日永
9,JR九州,筑肥線,筑前深江
3,北総鉄道,北総線,京成高砂
2,JR東日本,釜石線,綾織
6,神戸電鉄,三田線,道場南口
6,阪神電気鉄道,本線,住吉
2,野岩鉄道,会津鬼怒川線,中三依温泉
3,JR東日本,成田線,香取
5,名古屋鉄道,小牧線,味鋺
9,JR九州,筑豊線,原田
5,名古屋鉄道,名古屋本線,本宿
4,しなの鉄道,北しなの線,豊野
8,JR四国,土讃線,善通寺
5,名古屋鉄道,竹鼻線,江吉良
3,JR東日本,総武線,小岩
6,JR西日本,播但線,溝口
2,JR東日本,陸羽西線,南野
5,名古屋鉄道,尾西線,津島
5,愛知環状鉄道,愛知環状鉄道線,三河上郷
6,JR西日本,東海道線,南彦根
5,名古屋鉄道,河和線,知多武豊
2,JR東日本,東北線,須賀川
2,JR東日本,男鹿線,羽立
8,JR四国,予讃線,上宇和
5,名古屋鉄道,小牧線,小牧口
4,上田電鉄,別所線,八木沢
1,JR北海道,石北線,上白滝
1,JR北海道,室蘭線,社台
3,東武鉄道,日光線,新古河
9,JR九州,三角線,赤瀬
2,JR東日本,田沢湖線,大釜
6,JR西日本,山陽線,和田岬
2,JR東日本,五能線,滝ノ間
6,JR西日本,東海道線,大阪
8,JR四国,土讃線,佐川
9,JR九州,豊肥線,菅尾
9,JR九州,吉都線,高原
2,JR東日本,羽越線,本楯
2,JR東日本,羽越線,岩城みなと
3,JR東日本,相模線,入谷
5,JR東海,東海道線,豊橋
6,大阪高速鉄道,国際文化公園都市モノレール線（彩都線）,万博記念公園
5,名古屋鉄道,小牧線,田県神社前
9,JR九州,筑豊線,桂川
5,万葉線,高岡軌道線,吉久
1,JR北海道,石勝線,鹿ノ谷
5,長良川鉄道,越美南線,松森
5,三岐鉄道,北勢線,在良
3,JR東日本,京葉線,検見川浜
3,ひたちなか海浜鉄道,湊線,磯崎
6,JR西日本,姫新線,播磨新宮
2,仙台市地下鉄,南北線,北四番丁
6,和歌山電鐵,貴志川線,田中口
5,のと鉄道,七尾線,和倉温泉
5,福井鉄道,福武線,水落
3,東京メトロ,南北線,西ヶ原
7,JR西日本,呉線,忠海
5,名古屋鉄道,尾西線,開明
8,高松琴平電気鉄道,長尾線,西前田
8,JR四国,土讃線,金蔵寺
3,秩父鉄道,秩父本線,三峰口
7,JR西日本,山陰線,宍道
5,JR東海,武豊線,東成岩
3,JR東日本,両毛線,栃木
6,近畿日本鉄道,大阪線,弥刀
8,伊予鉄道,高浜線,三津
5,豊橋鉄道,渥美線,杉山
8,JR四国,予讃線,伊予桜井
3,都営地下鉄,大江戸線,六本木
5,大井川鐵道,井川線,長島ダム
8,JR四国,予讃線,波止浜
6,南海電気鉄道,加太線,加太
9,長崎電気軌道,本線,築町
2,IGRいわて銀河鉄道,いわて銀河鉄道線,一戸
3,小湊鐵道,小湊鐵道線,上総三又
3,京浜急行電鉄,本線,鶴見市場
1,JR北海道,室蘭線,栗山
5,名古屋市営地下鉄,3号線鶴舞線,八事
3,東急電鉄,田園都市線,渋谷
9,JR九州,鹿児島線,銀水
9,長崎電気軌道,本線,銭座町
6,南海電気鉄道,多奈川線,多奈川
5,近畿日本鉄道,名古屋線,北楠
3,東武鉄道,日光線,藤岡
6,JR西日本,東海道線,甲子園口
2,JR東日本,気仙沼線,小金沢
7,JR西日本,芸備線,備後庄原
4,北越急行,ほくほく線,ほくほく大島
3,JR東日本,総武線,松岸
5,名古屋鉄道,蒲郡線,西浦
5,名古屋鉄道,犬山線,新鵜沼
5,立山黒部貫光,無軌条電車線,室堂
7,JR西日本,呉線,安芸津
6,南海電気鉄道,南海本線,萩ノ茶屋
4,JR東日本,信越線,黒井
5,豊橋鉄道,東田本線,東田坂上
3,JR東日本,常磐線,東海
6,京福電気鉄道,鋼索線,ケーブル八瀬
9,JR九州,日豊線,吉富
4,JR西日本,大糸線,平岩
6,阪急電鉄,嵐山線,上桂
5,名古屋鉄道,広見線,御嵩口
2,JR東日本,花輪線,大滝温泉
4,JR東海,飯田線,小町屋
7,JR西日本,宇野線,迫川
6,近畿日本鉄道,奈良線,若江岩田
3,関東鉄道,常総線,ゆめみ野
9,JR九州,鹿児島線,スペースワールド
8,JR四国,土讃線,旭
5,JR西日本,小浜線,大鳥羽
6,JR西日本,福知山線,藍本
5,東海交通事業,城北線,尾張星の宮
6,近畿日本鉄道,南大阪線,恵我ノ荘
6,大阪市営地下鉄,8号線（今里筋線）,井高野
5,JR東海,東海道線,名古屋
6,京都市営地下鉄,東西線,三条京阪
5,JR東海,名松線,伊勢鎌倉
4,JR東日本,白新線,新崎
6,大阪高速鉄道,大阪モノレール線,大阪空港
5,天竜浜名湖鉄道,天竜浜名湖線,都田
5,名古屋ガイドウェイバス,ガイドウェイバス志段味線,砂田橋
6,大阪市営地下鉄,2号線(谷町線),谷町四丁目
5,JR東海,東海道線,大府
3,阪急電鉄,京都線,大宮
1,道南いさりび鉄道,江差線,札苅
6,近畿日本鉄道,橿原線,九条
5,JR東海,中央線,多治見
2,JR東日本,大船渡線,小梨
1,JR北海道,函館線,岩見沢
6,南海電気鉄道,高野線,岸里玉出
3,京王電鉄,井の頭線,明大前
7,JR西日本,津山線,法界院
3,都営地下鉄,大江戸線,蔵前
3,千葉都市モノレール,2号線,天台
4,JR東日本,小海線,東小諸
2,JR東日本,花輪線,湯瀬温泉
5,名古屋鉄道,名古屋本線,黒田
2,JR東日本,大船渡線,陸前矢作
8,JR四国,土讃線,伊野
1,JR北海道,函館線,ほしみ
2,JR東日本,陸羽東線,鳴子温泉
9,熊本電気鉄道,菊池線,再春荘前
6,JR西日本,関西線,河内堅上
5,JR東海,高山線,飛騨国府
6,神戸電鉄,粟生線,緑が丘
6,京都丹後鉄道,宮福線,喜多
7,広島電鉄,宮島線,古江
9,JR九州,日南線,志布志
5,愛知環状鉄道,愛知環状鉄道線,新豊田
4,JR東日本,信越線,笠島
9,熊本市電,水前寺線,味噌天神前
3,都営地下鉄,大江戸線,牛込神楽坂
7,JR西日本,山陰線,吉見
5,富山地方鉄道,本線,西加積
8,伊予鉄道,本町線,本町4丁目
2,JR東日本,八戸線,本八戸
7,JR西日本,呉線,安芸幸崎
8,四国ケーブル,四国ケーブル,八栗登山口
3,JR東日本,八高線,群馬藤岡
5,JR西日本,七尾線,能登二宮
7,JR西日本,山陰線,西出雲
5,名古屋鉄道,各務原線,羽場
6,近畿日本鉄道,奈良線,河内小阪
7,JR西日本,美祢線,長門市
3,JR東日本,成田線,笹川
3,JR東日本,両毛線,前橋大島
2,JR東日本,五能線,陸奥赤石
3,東武鉄道,東上本線,鶴瀬
5,JR東海,飯田線,浦川
3,JR東日本,南武線,登戸
6,JR西日本,東海道線,塚本
5,名古屋鉄道,各務原線,新加納
9,JR九州,日田彦山線,西添田
8,とさでん交通,桟橋線,高知駅前
6,近畿日本鉄道,生駒線,王寺
3,JR東日本,中央線,東小金井
5,愛知高速交通,東部丘陵線,杁ヶ池公園
5,近畿日本鉄道,名古屋線,阿倉川
3,東武鉄道,野田線,愛宕
8,高松琴平電気鉄道,琴平線,滝宮
5,JR西日本,氷見線,島尾
5,名古屋鉄道,尾西線,苅安賀
6,京阪電気鉄道,京阪本線,千林
9,JR九州,日豊線,柳ヶ浦
7,JR西日本,小野田線,居能
5,JR東海,武豊線,半田
6,大阪市営地下鉄,6号線(堺筋線),長堀橋
5,岳南電車,岳南線,吉原
3,西武鉄道,池袋線,高麗
9,JR九州,日南線,南方
5,富山地方鉄道,本線,西中野
9,西日本鉄道,天神大牟田線,西鉄中島
6,近畿日本鉄道,大阪線,大阪上本町
6,阪急電鉄,神戸線,芦屋川
3,東急電鉄,世田谷線,松陰神社前
5,養老鉄道,養老線,烏江
9,JR九州,肥薩線,海路
6,神戸電鉄,三田線,五社
2,秋田内陸縦貫鉄道,秋田内陸線,西鷹巣
3,東武鉄道,日光線,板倉東洋大前
3,横浜市営地下鉄,ブルーライン（湘南台〜関内）,港南中央
5,JR東海,関西線,弥富
3,東急電鉄,大井町線,緑が丘
5,JR西日本,高山線,東八尾
4,JR東日本,小海線,海瀬
1,札幌市営地下鉄,東豊線,大通
8,伊予鉄道,郡中線,郡中
6,神戸新交通,ポートアイランド線,市民広場
3,樽見鉄道,樽見線,高尾
3,東武鉄道,伊勢崎線,足利市
5,JR東海,東海道線,金谷
3,東武鉄道,野田線,船橋
3,JR東日本,東海道線,辻堂
5,JR西日本,北陸線,王子保
5,JR東海,太多線,可児
3,湘南モノレール,江の島線,西鎌倉
3,JR東日本,青梅線,西立川
5,万葉線,新湊港線,東新湊
9,JR九州,宮崎空港線,田吉
5,JR東海,東海道新幹線,岐阜羽島
8,JR四国,土讃線,安和
6,JR西日本,山陽線,御着
5,天竜浜名湖鉄道,天竜浜名湖線,西気賀
5,豊橋鉄道,東田本線,駅前大通
2,JR東日本,釜石線,晴山
5,天竜浜名湖鉄道,天竜浜名湖線,浜名湖佐久米
5,名古屋鉄道,名古屋本線,丸ノ内
7,JR西日本,姫新線,美作江見
6,近畿日本鉄道,大阪線,大和八木
8,伊予鉄道,高浜線,港山
7,広島高速交通,広島新交通1号線,大塚
3,京王電鉄,井の頭線,神泉
5,名古屋市営地下鉄,6号線桜通線,高岳
5,JR東海,飯田線,三河大野
4,富士急行,大月線,富士山
6,京阪電気鉄道,京阪本線,古川橋
1,JR北海道,釧網線,美留和
6,京都丹後鉄道,宮津線,夕日ヶ浦木津温泉
5,近畿日本鉄道,鈴鹿線,平田町
3,ひたちなか海浜鉄道,湊線,金上
6,南海電気鉄道,加太線,東松江
2,JR東日本,奥羽線,羽前豊里
4,JR東日本,磐越西線,鹿瀬
6,阪堺電気軌道,上町線,住吉公園
5,長良川鉄道,越美南線,大島
2,JR東日本,仙石線,下馬
1,JR北海道,石北線,緋牛内
9,熊本電気鉄道,菊池線,池田
6,京阪電気鉄道,京阪本線,北浜
1,函館市電,湯の川線,湯の川
1,JR北海道,石北線,瀬戸瀬
3,東京メトロ,千代田線,赤坂
6,JR西日本,東海道線,石山
3,秩父鉄道,秩父本線,波久礼
7,JR西日本,山陰線,黄波戸
2,JR東日本,陸羽東線,瀬見温泉
2,JR東日本,常磐線,泉
3,関東鉄道,常総線,三妻
3,東武鉄道,越生線,坂戸
7,JR西日本,可部線,中島
4,JR東日本,羽越線,金塚
4,JR東日本,小海線,北中込
6,阪神電気鉄道,本線,芦屋
7,JR西日本,伯備線,日羽
2,秋田内陸縦貫鉄道,秋田内陸線,荒瀬
2,JR東日本,仙山線,東照宮
6,JR西日本,福知山線,下滝
3,ひたちなか海浜鉄道,湊線,中根
5,養老鉄道,養老線,下野代
4,JR東日本,越後線,柏崎
3,西武鉄道,西武有楽町線,新桜台
6,南海電気鉄道,南海本線,尾崎
2,阿武隈急行,阿武隈急行線,角田
9,筑豊電気鉄道,筑豊電気鉄道,穴生
8,JR四国,土讃線,土佐北川
3,京成電鉄,本線,菅野
8,JR四国,予讃線,丸亀
2,阿武隈急行,阿武隈急行線,横倉
1,函館市電,本線,十字街
5,JR東海,飯田線,下川合
3,わたらせ渓谷鐵道,わたらせ渓谷線,花輪
5,伊賀鉄道,伊賀線,上野市
9,JR九州,指宿枕崎線,坂之上
